product_id;product_name;category;warehouse_location;stock_level;reorder_point;supplier_name;supplier_country;lead_time_days;delay_days;demand_per_week;order_quantity;price_usd;last_restock_date;risk_level
P00234;Furniture Item 234;furniture;Dubai;774;83;TechSource Inc.;USA;21;4;169;443;183.47;10/08/2025;medium
P00235;Food Item 235;food;Toronto;756;195;Nestlé S.A.;Switzerland;30;0;440;263;1765.08;29/06/2024;low
P00236;Electronics Item 236;electronics;Tokyo;806;136;TechSource Inc.;USA;29;4;100;54;600.29;09/09/2025;medium
P00237;Electronics Item 237;electronics;London;291;126;Nike Inc.;USA;17;8;333;118;1702.86;24/04/2025;high
P00238;Clothing Item 238;clothing;Dubai;828;38;Nike Inc.;USA;24;2;174;381;518.24;09/07/2024;low
P00239;Electronics Item 239;electronics;London;809;85;Samsung Electronics;South Korea;25;10;295;139;1223.85;16/10/2025;high
P00240;Furniture Item 240;furniture;Tokyo;527;93;GlobalTech GmbH;Germany;22;6;49;144;1963.46;03/05/2025;medium
P00241;Clothing Item 241;clothing;Dubai;6;76;Apple Inc.;USA;15;3;201;218;607.38;10/01/2026;high
P00242;Electronics Item 242;electronics;Paris;669;102;GlobalTech GmbH;Germany;2;3;359;288;617.08;19/02/2025;low
P00243;Clothing Item 243;clothing;Berlin;654;85;Samsung Electronics;South Korea;8;9;193;118;958.97;10/04/2025;high
P00244;Clothing Item 244;clothing;Tokyo;718;150;Adidas AG;Germany;25;7;472;460;1329.87;11/08/2024;high
P00245;Food Item 245;food;Sydney;894;30;IKEA Supply;Sweden;17;7;274;89;1834.9;24/04/2024;high
P00246;Electronics Item 246;electronics;Toronto;924;139;Nestlé S.A.;Switzerland;18;9;108;134;659.59;16/06/2025;high
P00247;Furniture Item 247;furniture;Berlin;696;62;GlobalTech GmbH;Germany;16;9;372;311;893.74;26/02/2024;high
P00248;Furniture Item 248;furniture;Shanghai;525;116;Adidas AG;Germany;2;9;238;286;1347.17;11/11/2024;high
P00249;Electronics Item 249;electronics;Tokyo;260;10;GlobalTech GmbH;Germany;19;3;386;73;850.28;18/12/2025;low
P00250;Electronics Item 250;electronics;Toronto;61;27;Apple Inc.;USA;2;7;483;259;364.06;18/05/2024;high
P00251;Furniture Item 251;furniture;London;912;107;GlobalTech GmbH;Germany;13;6;234;399;1928.47;06/07/2025;medium
P00252;Food Item 252;food;London;121;55;Nestlé S.A.;Switzerland;17;6;280;422;1957.56;04/01/2024;medium
P00253;Electronics Item 253;electronics;Paris;474;182;Adidas AG;Germany;14;8;373;244;1647.6;10/09/2024;high
P00254;Furniture Item 254;furniture;London;158;80;Sony Corp.;Japan;2;1;101;364;1533.28;17/01/2024;low
P00255;Food Item 255;food;Dubai;68;35;Cargill Inc.;USA;15;0;309;394;1408.06;19/02/2024;low
P00256;Food Item 256;food;New York;411;122;TechSource Inc.;USA;7;8;124;121;1010.27;23/10/2024;high
P00257;Food Item 257;food;Sydney;326;157;IKEA Supply;Sweden;27;10;311;171;607.02;26/05/2024;high
P00258;Food Item 258;food;Tokyo;307;80;Nestlé S.A.;Switzerland;19;8;36;370;1359.11;23/07/2025;high
P00259;Furniture Item 259;furniture;New York;995;98;Sony Corp.;Japan;22;10;487;452;1051.3;14/12/2025;high
P00260;Furniture Item 260;furniture;Tokyo;152;86;Adidas AG;Germany;25;2;197;292;485.73;18/08/2024;low
P00261;Clothing Item 261;clothing;Shanghai;825;128;Sony Corp.;Japan;18;0;473;263;1116.79;17/05/2024;low
P00262;Furniture Item 262;furniture;Dubai;261;62;Nike Inc.;USA;3;10;174;483;745.3;02/07/2025;high
P00263;Food Item 263;food;New York;274;106;TechSource Inc.;USA;20;9;349;497;150.2;18/02/2026;high
P00264;Food Item 264;food;Casablanca;213;95;Samsung Electronics;South Korea;7;0;160;429;239.05;11/02/2026;low
P00265;Furniture Item 265;furniture;Dubai;712;164;Samsung Electronics;South Korea;13;3;365;332;646.62;16/10/2024;low
P00266;Furniture Item 266;furniture;Casablanca;546;176;IKEA Supply;Sweden;9;4;188;312;1766.21;22/04/2025;medium
P00267;Electronics Item 267;electronics;Casablanca;779;91;IKEA Supply;Sweden;12;3;473;261;96.2;14/08/2024;low
P00268;Food Item 268;food;New York;267;151;Sony Corp.;Japan;19;9;483;201;309.06;03/12/2024;high
P00269;Food Item 269;food;Tokyo;583;72;IKEA Supply;Sweden;21;8;260;181;1527.9;15/05/2025;high
P00270;Furniture Item 270;furniture;Casablanca;172;197;Nestlé S.A.;Switzerland;6;5;412;418;1095.36;07/07/2024;high
P00271;Electronics Item 271;electronics;Toronto;34;29;TechSource Inc.;USA;2;10;488;261;279.3;07/10/2025;high
P00272;Food Item 272;food;Berlin;724;48;Nike Inc.;USA;17;3;9;241;125.6;15/10/2025;low
P00273;Furniture Item 273;furniture;Casablanca;16;11;TechSource Inc.;USA;14;8;277;58;1061.19;08/10/2024;high
P00274;Clothing Item 274;clothing;New York;514;188;Nestlé S.A.;Switzerland;26;6;350;104;1836.51;20/06/2025;medium
P00275;Food Item 275;food;Dubai;196;168;IKEA Supply;Sweden;27;4;274;186;1590.9;21/03/2024;medium
P00276;Clothing Item 276;clothing;Tokyo;470;154;GlobalTech GmbH;Germany;10;3;129;384;1983.39;27/10/2025;low
P00277;Electronics Item 277;electronics;Berlin;415;107;TechSource Inc.;USA;16;8;198;376;23.85;24/06/2024;high
P00278;Electronics Item 278;electronics;Casablanca;865;121;GlobalTech GmbH;Germany;19;5;335;320;1838.71;23/08/2024;medium
P00279;Food Item 279;food;Sydney;486;79;Apple Inc.;USA;22;1;28;328;1129.2;03/02/2024;low
P00280;Food Item 280;food;London;16;63;Sony Corp.;Japan;25;2;305;89;602.06;31/07/2025;high
P00281;Food Item 281;food;Sydney;854;109;Sony Corp.;Japan;11;8;351;436;1480.79;20/03/2026;high
P00282;Electronics Item 282;electronics;Toronto;763;98;Samsung Electronics;South Korea;14;1;32;479;156.66;11/09/2025;low
P00283;Furniture Item 283;furniture;London;30;172;Samsung Electronics;South Korea;16;7;144;232;1108.31;19/01/2025;high
P00284;Furniture Item 284;furniture;Shanghai;696;159;Cargill Inc.;USA;3;6;343;201;1597.12;31/12/2025;medium
P00285;Electronics Item 285;electronics;Berlin;274;49;Sony Corp.;Japan;5;10;199;212;724.6;03/04/2024;high
P00286;Electronics Item 286;electronics;Paris;455;102;Nestlé S.A.;Switzerland;4;4;394;94;378.85;04/04/2025;medium
P00287;Furniture Item 287;furniture;Berlin;26;32;Cargill Inc.;USA;3;8;186;356;1569.96;29/01/2025;high
P00288;Electronics Item 288;electronics;Paris;423;109;Adidas AG;Germany;24;1;403;174;1146.06;22/06/2024;low
P00289;Furniture Item 289;furniture;Shanghai;142;78;Nestlé S.A.;Switzerland;16;4;159;82;338.58;09/10/2024;medium
P00290;Furniture Item 290;furniture;Paris;495;29;Nike Inc.;USA;8;4;189;354;1235.25;13/04/2025;medium
P00291;Electronics Item 291;electronics;Shanghai;311;11;Cargill Inc.;USA;11;6;490;244;1609.13;03/12/2024;medium
P00292;Furniture Item 292;furniture;London;440;176;IKEA Supply;Sweden;10;2;309;358;1894.82;24/07/2024;low
P00293;Furniture Item 293;furniture;London;181;111;Nike Inc.;USA;10;5;500;344;1565.04;29/11/2024;medium
P00294;Furniture Item 294;furniture;Paris;836;110;Cargill Inc.;USA;30;1;191;152;1186.49;12/07/2025;low
P00295;Food Item 295;food;Toronto;27;196;Apple Inc.;USA;15;3;241;475;1387.21;25/03/2026;high
P00296;Furniture Item 296;furniture;Casablanca;142;172;Nestlé S.A.;Switzerland;9;3;160;416;849.14;21/01/2025;medium
P00297;Electronics Item 297;electronics;Casablanca;612;132;Adidas AG;Germany;18;6;303;495;1384.96;10/07/2025;medium
P00298;Electronics Item 298;electronics;London;718;147;GlobalTech GmbH;Germany;30;10;309;105;1539.06;04/11/2025;high
P00299;Clothing Item 299;clothing;Shanghai;662;166;Sony Corp.;Japan;21;9;27;435;666.54;26/03/2026;high
P00300;Furniture Item 300;furniture;Berlin;10;35;Adidas AG;Germany;17;3;137;335;1163.13;12/08/2025;medium
P00301;Food Item 301;food;Casablanca;383;110;Adidas AG;Germany;19;10;242;127;693.21;26/01/2024;high
P00302;Furniture Item 302;furniture;Berlin;302;116;Nestlé S.A.;Switzerland;4;1;476;228;627.22;11/04/2025;low
P00303;Food Item 303;food;Toronto;494;99;Nike Inc.;USA;15;1;248;213;139.01;15/02/2024;low
P00304;Electronics Item 304;electronics;New York;869;97;Nestlé S.A.;Switzerland;22;1;336;429;491.61;27/06/2024;low
P00305;Food Item 305;food;London;573;119;Sony Corp.;Japan;8;7;495;372;372.98;17/10/2025;high
P00306;Furniture Item 306;furniture;Tokyo;29;198;Cargill Inc.;USA;15;3;319;269;780.73;22/12/2025;high
P00307;Food Item 307;food;Dubai;285;190;GlobalTech GmbH;Germany;19;1;419;459;1744.6;10/07/2024;low
P00308;Clothing Item 308;clothing;London;201;127;Nike Inc.;USA;22;4;63;320;1932.0;16/11/2024;medium
P00309;Furniture Item 309;furniture;Sydney;401;160;Nike Inc.;USA;12;5;63;366;349.19;20/11/2025;medium
P00310;Clothing Item 310;clothing;Sydney;604;31;GlobalTech GmbH;Germany;11;2;349;172;614.23;06/07/2024;low
P00311;Clothing Item 311;clothing;Shanghai;523;109;Cargill Inc.;USA;5;9;219;246;848.96;13/05/2025;high
P00312;Food Item 312;food;Toronto;170;135;IKEA Supply;Sweden;6;2;152;481;904.75;24/02/2024;low
P00313;Clothing Item 313;clothing;New York;496;44;Adidas AG;Germany;18;6;104;384;992.46;02/12/2025;medium
P00314;Furniture Item 314;furniture;Tokyo;727;123;Cargill Inc.;USA;3;2;255;65;1592.78;13/08/2024;low
P00315;Clothing Item 315;clothing;New York;281;67;Nike Inc.;USA;6;4;280;339;1486.32;23/02/2026;medium
P00316;Furniture Item 316;furniture;Toronto;523;38;Adidas AG;Germany;9;1;298;471;1981.83;09/07/2025;low
P00317;Electronics Item 317;electronics;Casablanca;559;65;Samsung Electronics;South Korea;24;1;222;202;1750.25;03/02/2024;low
P00318;Furniture Item 318;furniture;Paris;356;32;Samsung Electronics;South Korea;25;1;229;157;1622.35;25/08/2025;low
P00319;Clothing Item 319;clothing;Sydney;647;119;Samsung Electronics;South Korea;5;9;89;466;417.85;01/03/2024;high
P00320;Clothing Item 320;clothing;Toronto;287;162;Apple Inc.;USA;11;2;280;198;1147.61;10/06/2025;low
P00321;Electronics Item 321;electronics;Shanghai;985;115;Nestlé S.A.;Switzerland;9;0;475;409;1732.83;12/09/2024;low
P00322;Food Item 322;food;London;848;73;Nike Inc.;USA;13;10;394;122;1156.96;02/10/2024;high
P00323;Furniture Item 323;furniture;Tokyo;462;29;Adidas AG;Germany;13;1;329;433;560.06;12/01/2025;low
P00324;Furniture Item 324;furniture;Casablanca;335;158;Nike Inc.;USA;24;1;6;375;1329.97;01/01/2025;low
P00325;Electronics Item 325;electronics;Toronto;407;65;Samsung Electronics;South Korea;27;6;500;303;540.73;17/10/2024;medium
P00326;Clothing Item 326;clothing;Toronto;591;43;IKEA Supply;Sweden;26;7;294;399;1525.7;17/02/2024;high
P00327;Electronics Item 327;electronics;Casablanca;16;41;Nike Inc.;USA;15;2;480;50;1983.72;14/03/2025;high
P00328;Food Item 328;food;Shanghai;903;176;Apple Inc.;USA;28;2;159;97;1310.9;13/09/2024;low
P00329;Electronics Item 329;electronics;London;680;176;Apple Inc.;USA;13;0;89;421;1400.39;27/08/2024;low
P00330;Furniture Item 330;furniture;Berlin;720;34;GlobalTech GmbH;Germany;16;3;5;117;1189.39;15/06/2025;low
P00331;Furniture Item 331;furniture;New York;8;188;Sony Corp.;Japan;28;1;180;405;268.69;13/03/2024;medium
P00332;Food Item 332;food;Tokyo;91;197;IKEA Supply;Sweden;4;1;417;238;1762.57;20/05/2024;high
P00333;Furniture Item 333;furniture;Shanghai;656;183;Cargill Inc.;USA;17;1;78;54;1222.59;17/06/2024;low
P00334;Furniture Item 334;furniture;London;739;64;Sony Corp.;Japan;30;2;326;365;1374.7;10/08/2024;low
P00335;Electronics Item 335;electronics;Berlin;143;41;Sony Corp.;Japan;12;6;306;211;1583.2;10/09/2024;medium
P00336;Clothing Item 336;clothing;Berlin;254;151;Cargill Inc.;USA;24;9;312;195;1559.04;08/12/2025;high
P00337;Electronics Item 337;electronics;Paris;210;142;Sony Corp.;Japan;7;8;315;201;1294.11;13/03/2026;high
P00338;Food Item 338;food;Casablanca;395;38;Cargill Inc.;USA;21;7;128;86;1058.93;13/01/2024;high
P00339;Clothing Item 339;clothing;London;135;109;IKEA Supply;Sweden;14;9;445;329;1367.47;20/02/2026;high
P00340;Furniture Item 340;furniture;Berlin;17;160;Samsung Electronics;South Korea;9;0;39;70;1845.55;19/03/2026;medium
P00341;Furniture Item 341;furniture;Toronto;293;170;Sony Corp.;Japan;25;8;369;266;1405.11;25/03/2024;high
P00342;Food Item 342;food;Paris;85;89;Samsung Electronics;South Korea;30;8;45;463;314.98;30/11/2024;high
P00343;Furniture Item 343;furniture;Sydney;649;176;Apple Inc.;USA;3;10;353;407;877.78;01/09/2024;high
P00344;Electronics Item 344;electronics;Dubai;88;121;Cargill Inc.;USA;20;7;64;78;622.03;29/01/2026;high
P00345;Food Item 345;food;Berlin;12;191;Nike Inc.;USA;6;0;75;227;1048.4;12/03/2026;medium
P00346;Clothing Item 346;clothing;Shanghai;380;42;GlobalTech GmbH;Germany;24;4;388;444;1800.3;09/12/2024;medium
P00347;Furniture Item 347;furniture;Paris;536;26;GlobalTech GmbH;Germany;21;9;139;304;913.12;03/01/2025;high
P00348;Electronics Item 348;electronics;Casablanca;879;155;Apple Inc.;USA;6;5;90;445;210.3;10/08/2025;medium
P00349;Electronics Item 349;electronics;Dubai;758;140;TechSource Inc.;USA;28;0;6;175;96.73;07/01/2025;low
P00350;Furniture Item 350;furniture;Shanghai;183;19;Samsung Electronics;South Korea;14;10;288;214;500.29;07/01/2026;high
P00351;Clothing Item 351;clothing;Paris;845;29;Adidas AG;Germany;4;5;297;394;1804.37;02/07/2024;medium
P00352;Food Item 352;food;Toronto;47;112;Apple Inc.;USA;28;7;40;446;1690.47;01/12/2024;high
P00353;Electronics Item 353;electronics;Toronto;467;12;Cargill Inc.;USA;10;3;193;451;611.3;29/09/2025;low
P00354;Food Item 354;food;Casablanca;377;161;Adidas AG;Germany;24;3;257;439;1592.97;03/06/2024;low
P00355;Electronics Item 355;electronics;Tokyo;24;69;TechSource Inc.;USA;21;5;282;221;7.92;04/11/2025;high
P00356;Furniture Item 356;furniture;Paris;106;62;Nike Inc.;USA;14;3;276;80;1945.26;25/05/2024;low
P00357;Clothing Item 357;clothing;Berlin;44;69;IKEA Supply;Sweden;14;8;464;284;1949.24;27/03/2024;high
P00358;Electronics Item 358;electronics;Toronto;136;173;Cargill Inc.;USA;3;6;424;340;129.25;09/11/2025;high
P00359;Food Item 359;food;Dubai;298;76;Sony Corp.;Japan;30;5;440;408;1664.64;30/11/2024;medium
P00360;Clothing Item 360;clothing;Casablanca;278;69;Cargill Inc.;USA;5;3;43;105;315.04;17/06/2024;low
P00361;Furniture Item 361;furniture;Casablanca;321;114;Samsung Electronics;South Korea;12;8;66;281;620.07;28/09/2024;high
P00362;Electronics Item 362;electronics;Berlin;161;185;Samsung Electronics;South Korea;2;9;160;477;1713.86;31/05/2024;high
P00363;Electronics Item 363;electronics;Dubai;991;101;Apple Inc.;USA;2;8;207;183;1641.08;27/06/2024;high
P00364;Electronics Item 364;electronics;Tokyo;875;125;GlobalTech GmbH;Germany;8;8;289;286;208.31;23/03/2026;high
P00365;Food Item 365;food;Berlin;12;25;Samsung Electronics;South Korea;5;3;430;471;804.16;03/12/2025;high
P00366;Electronics Item 366;electronics;Sydney;600;76;GlobalTech GmbH;Germany;1;1;474;151;1805.48;30/03/2025;low
P00367;Food Item 367;food;Berlin;926;94;TechSource Inc.;USA;15;0;67;136;1848.64;19/03/2025;low
P00368;Furniture Item 368;furniture;Casablanca;30;107;IKEA Supply;Sweden;6;6;354;159;1817.07;08/10/2024;high
P00369;Clothing Item 369;clothing;Casablanca;904;48;Cargill Inc.;USA;20;9;22;175;1296.32;25/05/2025;high
P00370;Furniture Item 370;furniture;Toronto;490;25;Nestlé S.A.;Switzerland;13;4;49;264;402.92;27/03/2026;medium
P00371;Food Item 371;food;Toronto;813;14;Adidas AG;Germany;16;5;200;450;971.94;02/08/2025;medium
P00372;Clothing Item 372;clothing;Tokyo;276;56;Samsung Electronics;South Korea;20;5;18;65;1792.05;08/03/2026;medium
P00373;Clothing Item 373;clothing;New York;828;130;Cargill Inc.;USA;25;5;276;169;1948.09;12/04/2024;medium
P00374;Food Item 374;food;Dubai;272;146;Samsung Electronics;South Korea;25;0;422;344;1693.78;27/03/2026;low
P00375;Furniture Item 375;furniture;London;957;54;IKEA Supply;Sweden;19;3;95;462;1477.52;02/01/2025;low
P00376;Electronics Item 376;electronics;London;970;155;Samsung Electronics;South Korea;19;2;293;478;1976.07;19/05/2025;low
P00377;Clothing Item 377;clothing;Shanghai;502;19;Cargill Inc.;USA;8;0;51;162;44.76;04/05/2025;low
P00378;Electronics Item 378;electronics;London;939;167;Nestlé S.A.;Switzerland;11;2;108;460;1689.35;27/11/2024;low
P00379;Electronics Item 379;electronics;New York;151;160;GlobalTech GmbH;Germany;25;2;365;483;1054.96;08/01/2025;high
P00380;Electronics Item 380;electronics;London;721;179;IKEA Supply;Sweden;4;9;207;204;648.59;10/06/2024;high
P00381;Furniture Item 381;furniture;Casablanca;664;91;Cargill Inc.;USA;23;8;94;452;716.87;12/11/2025;high
P00382;Food Item 382;food;Tokyo;314;197;Nestlé S.A.;Switzerland;5;4;357;423;8.59;19/12/2025;medium
P00383;Furniture Item 383;furniture;Sydney;33;56;Cargill Inc.;USA;30;5;313;163;1281.1;16/04/2024;high
P00384;Furniture Item 384;furniture;Shanghai;339;200;IKEA Supply;Sweden;12;3;44;135;1274.19;31/03/2024;low
P00385;Clothing Item 385;clothing;Casablanca;11;77;GlobalTech GmbH;Germany;23;3;112;229;517.03;20/04/2024;medium
P00386;Electronics Item 386;electronics;New York;395;122;Sony Corp.;Japan;6;6;380;302;1764.13;25/12/2024;medium
P00387;Furniture Item 387;furniture;Berlin;848;132;Samsung Electronics;South Korea;21;9;408;133;905.32;29/03/2026;high
P00388;Electronics Item 388;electronics;Paris;20;91;IKEA Supply;Sweden;3;1;138;137;1776.42;13/06/2024;medium
P00389;Electronics Item 389;electronics;Toronto;964;33;Nike Inc.;USA;20;9;178;410;66.83;31/10/2025;high
P00390;Food Item 390;food;Sydney;911;121;IKEA Supply;Sweden;4;0;85;155;1948.92;23/02/2025;low
P00391;Clothing Item 391;clothing;Paris;304;70;Cargill Inc.;USA;13;0;54;331;1680.51;06/06/2024;low
P00392;Electronics Item 392;electronics;London;3;119;Cargill Inc.;USA;27;4;49;295;403.35;27/01/2024;medium
P00393;Food Item 393;food;Shanghai;653;84;GlobalTech GmbH;Germany;28;7;46;207;1570.83;27/04/2025;high
P00394;Furniture Item 394;furniture;Paris;93;174;IKEA Supply;Sweden;6;6;283;245;741.96;01/04/2025;high
P00395;Electronics Item 395;electronics;Paris;450;129;Apple Inc.;USA;27;3;139;338;127.97;09/02/2026;low
P00396;Electronics Item 396;electronics;Berlin;684;98;Cargill Inc.;USA;14;8;418;166;1109.44;31/01/2025;high
P00397;Furniture Item 397;furniture;Toronto;703;131;Apple Inc.;USA;16;3;298;90;792.63;01/01/2026;low
P00398;Electronics Item 398;electronics;Toronto;584;142;Cargill Inc.;USA;22;9;414;125;244.96;14/02/2026;high
P00399;Furniture Item 399;furniture;Shanghai;971;52;TechSource Inc.;USA;5;3;113;266;161.35;30/11/2025;low
P00400;Furniture Item 400;furniture;Dubai;842;170;IKEA Supply;Sweden;9;9;80;422;1828.78;09/03/2024;high
P00401;Electronics Item 401;electronics;Tokyo;569;111;Apple Inc.;USA;28;5;287;316;919.02;13/01/2024;medium
P00402;Furniture Item 402;furniture;Berlin;424;48;Cargill Inc.;USA;19;9;80;438;1929.84;12/04/2024;high
P00403;Electronics Item 403;electronics;Sydney;798;35;Adidas AG;Germany;28;4;407;500;691.02;24/02/2025;medium
P00404;Clothing Item 404;clothing;Tokyo;670;134;TechSource Inc.;USA;16;9;297;138;554.45;27/05/2024;high
P00405;Furniture Item 405;furniture;New York;405;94;Nike Inc.;USA;2;3;358;187;1794.58;21/01/2024;low
P00406;Clothing Item 406;clothing;Paris;318;81;GlobalTech GmbH;Germany;28;7;436;494;459.78;03/11/2024;high
P00407;Furniture Item 407;furniture;London;275;196;GlobalTech GmbH;Germany;21;9;218;146;886.22;20/02/2025;high
P00408;Furniture Item 408;furniture;Toronto;888;105;Nestlé S.A.;Switzerland;17;0;425;83;625.69;02/06/2025;low
P00409;Furniture Item 409;furniture;Shanghai;799;144;Nestlé S.A.;Switzerland;1;9;455;148;1750.99;24/07/2024;high
P00410;Electronics Item 410;electronics;Dubai;33;126;Samsung Electronics;South Korea;23;5;30;190;739.86;20/04/2025;medium
P00411;Furniture Item 411;furniture;Berlin;697;17;Cargill Inc.;USA;16;5;128;278;359.28;30/04/2025;medium
P00412;Clothing Item 412;clothing;London;167;76;TechSource Inc.;USA;10;1;388;247;104.05;08/08/2025;low
P00413;Food Item 413;food;Dubai;662;67;Sony Corp.;Japan;9;3;351;312;45.0;10/03/2026;low
P00414;Electronics Item 414;electronics;Casablanca;933;43;TechSource Inc.;USA;20;2;336;164;508.52;08/11/2024;low
P00415;Clothing Item 415;clothing;Tokyo;916;106;Apple Inc.;USA;15;5;441;161;936.06;24/11/2025;medium
P00416;Furniture Item 416;furniture;Sydney;104;11;IKEA Supply;Sweden;27;10;266;337;1296.45;15/09/2025;high
P00417;Clothing Item 417;clothing;Paris;700;37;Apple Inc.;USA;11;1;251;377;653.65;10/10/2024;low
P00418;Clothing Item 418;clothing;Paris;192;48;TechSource Inc.;USA;29;3;269;462;1715.34;06/09/2025;low
P00419;Furniture Item 419;furniture;London;697;45;Nike Inc.;USA;21;0;374;201;522.56;04/03/2025;low
P00420;Furniture Item 420;furniture;Tokyo;754;19;Samsung Electronics;South Korea;27;9;303;225;1454.47;15/08/2024;high
P00421;Furniture Item 421;furniture;London;519;86;Adidas AG;Germany;27;2;437;142;591.1;27/04/2025;low
P00422;Food Item 422;food;Paris;742;153;IKEA Supply;Sweden;22;2;395;385;183.15;29/12/2024;low
P00423;Food Item 423;food;Paris;430;94;Apple Inc.;USA;19;4;195;287;1703.17;26/04/2025;medium
P00424;Electronics Item 424;electronics;Sydney;594;168;Samsung Electronics;South Korea;29;7;41;306;244.03;28/11/2025;high
P00425;Furniture Item 425;furniture;Toronto;305;115;Samsung Electronics;South Korea;5;2;32;225;821.34;06/08/2025;low
P00426;Furniture Item 426;furniture;Shanghai;323;193;IKEA Supply;Sweden;16;1;97;373;1973.35;16/11/2024;low
P00427;Electronics Item 427;electronics;New York;462;80;Nestlé S.A.;Switzerland;19;2;112;300;1571.5;09/03/2026;low
P00428;Electronics Item 428;electronics;Shanghai;629;121;Sony Corp.;Japan;13;6;329;294;769.72;08/02/2024;medium
P00429;Food Item 429;food;London;972;13;Adidas AG;Germany;25;5;461;147;40.74;05/01/2024;medium
P00430;Food Item 430;food;Dubai;710;98;Sony Corp.;Japan;4;2;164;307;1179.4;20/06/2024;low
P00431;Electronics Item 431;electronics;New York;305;84;Adidas AG;Germany;20;8;238;222;870.16;04/12/2025;high
P00432;Food Item 432;food;London;923;135;Sony Corp.;Japan;6;3;188;59;460.69;14/01/2026;low
P00433;Food Item 433;food;Dubai;751;15;GlobalTech GmbH;Germany;6;8;306;237;1423.66;22/03/2026;high
P00434;Electronics Item 434;electronics;Tokyo;897;173;TechSource Inc.;USA;20;8;135;354;1989.39;08/11/2025;high
P00435;Electronics Item 435;electronics;New York;49;186;Sony Corp.;Japan;15;6;64;113;1096.83;30/04/2025;medium
P00436;Food Item 436;food;Dubai;711;185;Sony Corp.;Japan;10;0;327;388;206.45;16/06/2025;low
P00437;Clothing Item 437;clothing;Sydney;620;189;GlobalTech GmbH;Germany;27;6;75;311;1438.94;30/04/2024;medium
P00438;Clothing Item 438;clothing;Berlin;803;37;Samsung Electronics;South Korea;20;3;259;448;529.67;19/06/2025;low
P00439;Food Item 439;food;London;720;114;Adidas AG;Germany;2;2;156;304;1821.16;05/12/2025;low
P00440;Furniture Item 440;furniture;London;240;10;GlobalTech GmbH;Germany;3;10;11;477;1150.43;20/05/2025;high
P00441;Food Item 441;food;Berlin;798;140;Apple Inc.;USA;29;1;43;379;466.16;30/10/2024;low
P00442;Clothing Item 442;clothing;Casablanca;51;35;TechSource Inc.;USA;28;2;421;486;584.68;31/03/2026;low
P00443;Clothing Item 443;clothing;Tokyo;756;39;Nestlé S.A.;Switzerland;1;0;53;389;1296.16;02/12/2024;low
P00444;Clothing Item 444;clothing;Casablanca;978;169;IKEA Supply;Sweden;12;1;142;143;232.09;13/02/2025;low
P00445;Furniture Item 445;furniture;Paris;855;108;Sony Corp.;Japan;26;7;358;382;1772.82;19/06/2024;high
P00446;Electronics Item 446;electronics;Shanghai;712;195;Sony Corp.;Japan;4;2;35;352;967.94;05/08/2025;low
P00447;Furniture Item 447;furniture;Shanghai;625;107;TechSource Inc.;USA;20;5;403;491;1370.51;14/01/2026;medium
P00448;Food Item 448;food;Casablanca;942;134;TechSource Inc.;USA;15;6;62;82;526.92;17/11/2024;medium
P00449;Electronics Item 449;electronics;Toronto;785;200;IKEA Supply;Sweden;8;9;300;315;1048.59;18/12/2025;high
P00450;Electronics Item 450;electronics;Tokyo;677;196;Sony Corp.;Japan;12;7;132;126;1678.87;25/07/2025;high
P00451;Electronics Item 451;electronics;New York;658;50;Nike Inc.;USA;28;7;263;495;334.98;08/02/2026;high
P00452;Furniture Item 452;furniture;London;246;94;Samsung Electronics;South Korea;17;0;147;331;1288.42;16/02/2025;low
P00453;Food Item 453;food;Berlin;470;123;GlobalTech GmbH;Germany;15;9;415;488;999.42;19/11/2024;high
P00454;Electronics Item 454;electronics;Casablanca;763;177;Sony Corp.;Japan;13;1;14;68;1116.48;01/01/2024;low
P00455;Electronics Item 455;electronics;Sydney;986;168;Adidas AG;Germany;29;4;331;337;417.67;18/11/2025;medium
P00456;Furniture Item 456;furniture;London;372;23;Nike Inc.;USA;28;3;423;219;1122.5;26/09/2025;low
P00457;Furniture Item 457;furniture;London;733;125;Samsung Electronics;South Korea;25;1;63;51;686.01;10/10/2025;low
P00458;Clothing Item 458;clothing;Toronto;534;105;Nestlé S.A.;Switzerland;2;1;364;302;285.2;04/01/2026;low
P00459;Furniture Item 459;furniture;Berlin;260;166;Sony Corp.;Japan;4;3;105;160;916.81;11/03/2026;low
P00460;Food Item 460;food;London;110;116;Cargill Inc.;USA;27;10;28;113;1545.43;06/04/2025;high
P00461;Furniture Item 461;furniture;Sydney;979;139;Adidas AG;Germany;1;7;73;426;101.9;19/03/2025;high
P00462;Furniture Item 462;furniture;Toronto;799;55;Nestlé S.A.;Switzerland;6;9;359;103;777.87;06/09/2025;high
P00463;Clothing Item 463;clothing;Toronto;902;108;Samsung Electronics;South Korea;30;9;219;190;798.75;17/12/2024;high
P00464;Clothing Item 464;clothing;Casablanca;824;44;Adidas AG;Germany;20;6;75;203;1686.93;14/07/2025;medium
P00465;Clothing Item 465;clothing;Toronto;647;65;Apple Inc.;USA;20;3;107;401;693.86;19/11/2025;low
P00466;Food Item 466;food;Shanghai;515;148;GlobalTech GmbH;Germany;11;10;360;439;707.71;06/05/2025;high
P00467;Furniture Item 467;furniture;Toronto;292;118;GlobalTech GmbH;Germany;17;0;418;62;764.84;24/02/2024;low
